,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
27557,23979,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
34472,28647,0.31,Ideal,E,SI2,61.7,56.0,4.35,4.4,2.7,435
22857,39862,0.38,Ideal,F,VVS1,62.3,54.1,4.63,4.66,2.9,1101
28599,26451,2.07,Very Good,H,SI2,63.3,56.0,8.1,8.08,5.12,15992
18969,45219,0.51,Ideal,E,VS2,62.4,57.0,5.1,5.13,3.19,1656
12725,24166,1.37,Ideal,G,VVS1,62.6,55.0,7.07,7.12,4.44,12342
39817,13521,1.01,Good,H,SI1,60.1,61.0,6.5,6.47,3.9,5544
31549,4023,0.96,Good,G,SI1,56.6,63.0,6.52,6.39,3.67,3522
40232,49145,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2068
32395,17254,1.09,Premium,G,VS2,61.0,59.0,6.6,6.65,4.04,6906
30758,52442,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2514
6024,9527,1.02,Very Good,H,SI1,63.0,58.0,6.34,6.4,4.01,4617
14320,18751,1.01,Premium,G,VVS2,60.5,60.0,6.58,6.51,3.96,7665
42572,49115,0.72,Very Good,J,VS1,62.8,58.0,5.71,5.73,3.59,2066
1189,16750,1.01,Premium,G,VVS2,58.5,59.0,6.66,6.6,3.88,6670
14115,17828,1.31,Very Good,H,SI1,60.3,58.0,7.02,7.1,4.26,7189
38978,12820,1.02,Ideal,G,VS2,62.4,57.0,6.47,6.36,4.0,5346
36610,52323,0.7,Premium,G,VS1,59.3,62.0,5.8,5.74,3.42,2496
927,27063,2.01,Premium,E,SI2,62.0,61.0,8.1,8.04,5.0,17179
37708,37930,0.24,Premium,D,VS2,61.4,55.0,4.05,3.99,2.47,485
42526,26092,1.56,Very Good,G,VVS1,59.7,59.0,7.48,7.57,4.49,15334
36066,27777,0.32,Ideal,H,VS2,62.0,57.0,4.39,4.35,2.71,648
9576,18270,1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,7420
36844,24881,2.12,Premium,H,SI2,61.5,59.0,8.26,8.21,5.06,13307
29367,2940,0.86,Very Good,G,SI1,62.9,55.0,6.04,6.08,3.81,3293
19034,22793,1.5,Premium,E,SI1,61.3,59.0,7.39,7.25,4.49,10819
23998,24248,2.15,Premium,H,SI2,62.2,56.0,8.29,8.2,5.13,12458
38270,44816,0.5,Premium,G,VS1,62.5,58.0,5.07,5.11,3.18,1624
28815,39239,0.5,Very Good,F,SI2,61.4,61.0,5.09,5.14,3.14,1068
36098,30966,0.39,Very Good,J,VS2,63.3,56.0,4.63,4.6,2.92,746
22048,21857,1.0,Premium,D,VVS2,59.9,61.0,6.5,6.42,3.87,9918
22782,29999,0.43,Very Good,H,SI1,60.2,57.0,4.91,4.93,2.96,716
33976,11926,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,5125
14944,49622,0.3,Ideal,I,VS2,62.6,56.0,4.31,4.29,2.69,540
28076,18675,1.34,Very Good,H,SI1,62.4,58.0,6.98,7.02,4.37,7636
4413,13863,1.01,Good,E,SI1,64.0,56.0,6.33,6.36,4.06,5646
38417,11254,1.01,Very Good,F,SI1,61.3,59.0,6.44,6.47,3.96,4969
2398,25781,1.51,Ideal,G,VVS2,62.3,55.0,7.35,7.29,4.56,14750
0,26546,2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,16231
13259,49746,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
22221,27823,0.34,Premium,D,SI2,60.7,61.0,4.51,4.45,2.72,650
5754,32507,0.4,Very Good,E,SI2,63.1,57.0,4.72,4.7,2.97,798
19273,2734,0.7,Very Good,D,VS1,62.8,59.0,5.63,5.68,3.55,3247
28983,22043,0.31,Premium,I,VS1,63.0,58.0,4.32,4.29,2.71,628
22730,15698,0.29,Ideal,H,IF,62.2,55.0,4.25,4.28,2.65,607
23667,48150,0.72,Premium,J,VS2,61.7,58.0,5.67,5.77,3.53,1941
27130,47482,0.58,Premium,E,VS2,59.4,60.0,5.47,5.43,3.24,1862
38391,16402,1.06,Ideal,G,VS2,61.1,57.0,6.56,6.59,4.02,6548
28751,5310,0.85,Premium,E,VS2,60.2,60.0,6.14,6.09,3.68,3803
16278,40230,0.4,Premium,D,VS1,59.2,59.0,4.79,4.81,2.84,1123
12006,40650,0.5,Very Good,E,SI2,61.3,56.0,5.08,5.13,3.13,1154
9426,4636,0.73,Very Good,F,VVS2,63.8,59.0,5.69,5.72,3.64,3669
40682,3654,0.73,Ideal,D,VS2,62.0,56.0,5.74,5.78,3.57,3440
21768,11861,1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105
14652,35206,0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,891
1710,5030,1.01,Premium,I,SI2,61.7,60.0,6.34,6.4,3.93,3749
39623,47192,0.5,Premium,F,SI1,62.4,57.0,5.13,5.1,3.19,1838
9731,41390,0.42,Premium,F,VVS2,61.7,59.0,4.82,4.78,2.96,1221
12865,10379,1.13,Ideal,F,SI2,62.3,57.0,6.67,6.61,4.14,4778
21436,8972,1.0,Good,F,SI1,62.5,57.0,6.28,6.39,3.96,4504
17363,49819,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2167
30122,40308,0.4,Premium,E,VS1,62.8,59.0,4.67,4.63,2.92,1125
5215,10385,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
31167,39229,0.32,Ideal,D,VVS1,61.3,57.0,4.39,4.42,2.7,1067
21347,3613,0.77,Good,D,VS2,64.3,56.0,5.84,5.77,3.73,3428
32446,4477,0.9,Very Good,F,SI1,63.1,58.0,6.09,6.15,3.86,3624
35783,2410,0.81,Good,D,SI1,63.9,58.0,5.9,5.85,3.75,3179
42037,47077,0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,1822
11834,51961,0.3,Ideal,G,VS2,61.6,57.0,4.3,4.33,2.66,545
31672,51183,0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7,2348
12459,21245,1.5,Good,H,SI1,61.0,59.0,7.31,7.39,4.48,9394
31844,17040,0.28,Very Good,E,VVS1,60.9,60.0,4.25,4.26,2.59,612
18536,27546,2.05,Premium,H,VS2,61.8,60.0,8.19,8.14,5.05,18318
29572,30636,0.3,Ideal,G,VVS1,62.0,54.9,4.3,4.33,2.68,735
9810,17489,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
20222,2667,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3238
3834,37923,0.23,Very Good,D,VVS1,61.7,59.0,3.94,3.97,2.44,485
16792,13447,1.0,Very Good,G,SI1,61.0,56.7,6.44,6.47,3.94,5522
35169,2637,0.71,Ideal,H,VS1,61.4,56.0,5.74,5.78,3.54,3229
21245,26592,2.65,Premium,G,SI2,62.0,61.0,8.82,8.75,5.45,16314
4528,29010,0.34,Very Good,G,VS1,61.7,60.0,4.45,4.49,2.76,686
20767,51985,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
42853,41976,0.55,Good,H,SI1,63.6,55.0,5.23,5.18,3.31,1263
25260,37325,0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
4092,48906,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2041
28299,48170,0.54,Fair,F,SI1,64.8,59.0,5.11,5.05,3.29,1944
11404,6279,0.9,Good,F,SI1,59.3,56.0,6.27,6.32,3.73,4016
21463,22101,1.51,Good,H,VS1,59.9,61.0,7.34,7.39,4.41,10129
20303,6174,0.9,Very Good,F,SI1,63.4,62.0,6.05,6.0,3.82,3992
30739,49064,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39,2058
37147,7566,0.72,Ideal,F,VVS1,62.0,56.0,5.73,5.75,3.56,4252
4408,11401,1.04,Premium,H,SI1,61.0,58.0,6.54,6.6,4.01,4999
31668,49025,0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55,2052
40721,33174,0.41,Premium,E,SI2,59.5,62.0,4.84,4.8,2.87,818
25564,21142,1.57,Ideal,H,SI2,60.7,57.0,7.49,7.54,4.56,9298
3226,25907,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
31516,7025,0.9,Premium,F,SI1,63.0,60.0,6.13,6.09,3.85,4158
37340,4891,1.04,Ideal,F,I1,61.6,57.0,6.51,6.46,4.0,3718
25486,27444,2.01,Good,G,SI1,60.8,61.0,7.99,8.09,4.89,18077
6481,26847,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01,16778
317,5533,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3854
24633,52580,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2537
2255,48654,0.34,Premium,H,VS2,61.7,60.0,4.47,4.51,2.77,537
27946,13207,1.21,Very Good,I,SI1,60.6,56.0,6.89,6.97,4.2,5457
17075,47520,0.61,Ideal,I,VVS2,62.0,54.0,5.51,5.47,3.4,1867
31710,8095,1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,4341
12896,39242,0.42,Premium,H,VVS1,62.0,58.0,4.79,4.82,2.98,1068
36821,16395,1.25,Premium,I,VS1,60.4,59.0,6.94,7.01,4.21,6545
27443,50942,0.56,Very Good,F,VVS1,61.7,56.0,5.26,5.3,3.26,2321
38907,34926,0.23,Good,E,VS1,64.3,59.0,3.84,3.87,2.48,373
39482,15114,1.24,Very Good,I,SI1,61.4,59.0,6.86,6.92,4.23,6075
21687,52027,0.76,Good,G,SI1,57.7,63.0,6.05,5.97,3.47,2447
20087,49926,0.7,Premium,H,SI2,60.2,61.0,5.76,5.66,3.44,2184
35054,3057,0.34,Very Good,F,SI1,63.0,54.0,4.48,4.5,2.83,566
39740,4079,0.31,Good,D,SI1,63.4,58.0,4.32,4.35,2.75,571
2180,21121,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9285
9311,8732,0.9,Premium,G,VS1,62.7,60.0,6.13,6.06,3.82,4460
19766,529,0.9,Premium,I,SI2,62.2,59.0,6.11,6.07,3.79,2826
38420,41334,0.36,Ideal,F,IF,62.2,55.0,4.62,4.57,2.86,1215
4943,12019,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
8508,4634,0.74,Ideal,D,VS2,61.4,58.0,5.8,5.83,3.57,3668
12805,24284,1.5,Very Good,F,VS2,61.3,58.0,7.24,7.29,4.45,12526
416,47485,0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863
27644,39674,0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
40742,43461,0.51,Very Good,F,VS2,63.2,58.0,5.07,5.05,3.2,1417
2867,5201,0.73,Ideal,E,VVS2,62.0,57.0,5.73,5.79,3.57,3780
10742,42763,0.54,Very Good,F,SI1,61.2,55.0,5.23,5.29,3.22,1346
4416,46996,0.7,Premium,H,SI2,61.1,58.0,5.72,5.84,3.53,1817
36036,32330,0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.35,2.68,789
37569,28018,0.3,Ideal,E,VS2,62.0,56.0,4.3,4.34,2.68,658
8615,12097,1.13,Ideal,G,SI2,62.9,54.0,6.72,6.67,4.21,5164
4193,35861,0.4,Ideal,F,VS1,61.8,54.0,4.75,4.77,2.94,917
21273,16706,0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,421
10994,20845,1.78,Good,G,SI2,63.8,57.0,7.73,7.62,4.9,9071
12782,10990,0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913
6515,42253,0.47,Good,E,VS1,65.4,56.0,4.85,4.9,3.19,1293
6146,37611,0.24,Very Good,E,VVS1,61.5,59.0,3.99,4.01,2.46,485
16377,42967,0.53,Very Good,G,SI1,60.2,57.0,5.22,5.28,3.16,1367
27550,47736,0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,1890
35138,26019,0.31,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,645
15520,46255,0.57,Very Good,D,SI1,61.1,56.0,5.33,5.38,3.27,1754
12004,20302,1.01,Fair,D,VVS2,65.4,57.0,6.2,6.16,4.04,8716
34657,36404,0.31,Ideal,D,VS2,61.2,55.0,4.46,4.36,2.7,942
1696,9002,1.01,Ideal,H,SI1,62.6,55.0,6.42,6.36,4.0,4513
34468,29583,0.41,Good,E,SI1,63.6,56.0,4.7,4.73,3.0,705
8908,51882,0.61,Very Good,D,VS1,62.4,59.1,5.42,5.45,3.39,2429
13451,39746,0.43,Ideal,G,VS2,62.4,56.0,4.87,4.84,3.02,1093
31851,2484,0.83,Very Good,G,VS2,62.7,58.0,5.97,6.03,3.76,3195
33813,11434,1.09,Premium,H,VS2,61.2,58.0,6.63,6.58,4.03,5005
34145,38347,0.48,Premium,F,SI1,59.6,59.0,5.13,5.11,3.05,1020
14603,11358,1.12,Premium,H,SI1,62.4,56.0,6.74,6.63,4.17,4994
26378,22293,1.29,Premium,F,VS1,60.9,58.0,6.97,7.01,4.26,10341
33417,5153,1.01,Good,F,SI2,63.1,58.0,6.34,6.38,4.01,3768
35864,6054,0.32,Ideal,I,VS2,62.5,57.0,4.39,4.35,2.73,576
26136,34389,0.41,Ideal,F,VS2,61.8,56.0,4.78,4.8,2.96,863
16026,19616,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
7134,29121,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,689
23629,21179,1.51,Ideal,J,VVS2,61.4,59.0,7.34,7.39,4.52,9334
7419,19876,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33,8429
18166,1915,0.71,Ideal,E,VS1,62.2,57.0,5.74,5.7,3.56,3081
34104,29844,0.3,Premium,D,VS2,60.4,59.0,4.33,4.35,2.62,710
30855,10411,1.27,Ideal,J,SI2,62.6,57.0,6.88,6.85,4.3,4779
10081,50251,0.7,Premium,F,SI2,59.5,58.0,5.82,5.72,3.44,2234
30671,29069,0.34,Ideal,E,VS1,62.0,57.0,4.44,4.49,2.77,687
7339,11418,0.9,Good,G,VVS2,63.6,58.0,6.1,6.11,3.88,5001
21111,37283,0.3,Good,F,VS2,63.1,55.0,4.24,4.29,2.69,484
26932,47792,0.7,Good,H,SI2,61.5,63.0,5.59,5.63,3.45,1899
40936,26616,2.28,Premium,J,VS2,62.4,58.0,8.45,8.35,5.24,16369
38528,50372,0.7,Very Good,F,SI1,62.8,57.0,5.61,5.66,3.54,2250
18960,6634,0.9,Ideal,G,SI1,62.1,56.0,6.2,6.16,3.84,4088
34669,30554,0.31,Ideal,D,VS2,62.3,55.0,4.33,4.37,2.71,734
4900,47301,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,395
4890,4420,0.7,Ideal,E,VS2,61.7,55.0,5.7,5.74,3.53,3612
24963,2945,1.05,Premium,E,I1,62.2,61.0,6.51,6.48,4.04,3293
20427,4122,0.71,Ideal,D,VS2,59.9,57.0,5.8,5.83,3.48,3540
5640,7315,1.02,Premium,H,SI2,59.8,59.0,6.5,6.54,3.9,4207
13048,21517,1.5,Very Good,I,VVS2,64.0,54.0,7.19,7.27,4.63,9618
39542,32327,0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,789
11872,5332,1.04,Very Good,J,SI2,63.5,59.0,6.37,6.42,4.06,3810
5292,30503,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,732
38531,31486,0.34,Premium,G,VS2,60.2,58.0,4.56,4.51,2.73,765
18295,42116,0.52,Very Good,E,SI1,63.3,57.0,5.11,5.13,3.24,1279
15639,43921,0.38,Premium,J,SI1,61.3,59.0,4.62,4.68,2.85,513
43089,1585,0.7,Ideal,F,VS2,61.3,57.0,5.7,5.76,3.51,3008
2577,48685,0.77,Premium,J,VS1,62.2,61.0,5.85,5.82,3.63,2005
34894,34618,0.27,Very Good,D,VS2,62.0,57.0,4.11,4.15,2.56,470
26303,14323,1.19,Premium,H,SI1,62.7,56.0,6.76,6.7,4.22,5802
38720,36435,0.31,Premium,D,VS2,60.7,59.0,4.38,4.35,2.65,942
1490,1362,1.5,Fair,H,I1,65.6,54.0,7.26,7.09,4.7,2964
40046,34051,0.42,Ideal,J,VS1,60.9,57.0,4.86,4.83,2.95,851
25959,8849,1.01,Good,E,SI1,64.1,59.0,6.35,6.31,4.06,4480
918,31708,0.38,Premium,J,VS1,62.1,60.0,4.64,4.6,2.87,770
9697,4970,1.51,Fair,F,I1,67.8,59.0,7.09,7.0,4.78,3734
22975,17111,1.01,Very Good,F,VS1,59.9,59.0,6.52,6.57,3.92,6825
25882,44668,0.32,Ideal,H,VS2,61.3,56.0,4.42,4.45,2.72,523
23003,16945,1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,6768
37506,47288,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,394
17240,45086,0.52,Ideal,E,VS2,61.3,54.0,5.21,5.2,3.19,1646
27857,26465,2.0,Premium,H,SI2,62.8,56.0,8.04,7.98,5.03,16031
9055,11895,1.06,Ideal,I,VS2,61.4,55.0,6.59,6.61,4.05,5116
19044,36995,0.41,Ideal,G,SI1,61.1,56.0,4.82,4.84,2.95,964
34088,47761,0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,1893
13938,15948,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16,6379
22569,11446,1.01,Premium,G,SI1,60.6,57.0,6.52,6.49,3.94,5006
4410,904,0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2877
31804,48159,0.71,Very Good,G,SI1,61.1,61.0,5.71,5.72,3.49,1942
35291,29553,0.25,Ideal,E,VVS1,61.5,55.0,4.09,4.12,2.52,705
15652,33261,0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,826
24649,30996,0.41,Ideal,I,VS2,61.5,55.0,4.8,4.82,2.96,747
21375,40676,0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2,1155
41762,20908,1.23,Premium,F,VS2,60.8,59.0,6.94,6.9,4.21,9122
1661,27872,0.42,Very Good,E,SI2,58.8,60.0,4.86,4.9,2.87,653
22946,1749,0.71,Ideal,F,VS1,62.7,57.0,5.66,5.7,3.56,3041
28714,362,0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56,2806
11847,29266,0.31,Very Good,E,SI1,63.1,54.0,4.34,4.31,2.73,698
12296,51558,0.7,Good,D,SI2,63.7,58.0,5.64,5.6,3.58,2388
39590,2044,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
33031,44012,0.51,Premium,G,VS2,62.4,57.0,5.11,5.09,3.18,1546
23096,29224,0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69,695
5523,39667,0.42,Ideal,G,VS2,62.2,56.0,4.82,4.8,2.99,1087
41330,20420,1.52,Good,I,VS2,63.3,61.0,7.23,7.27,4.59,8778
7180,21546,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9647
39907,6171,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
24092,34274,0.28,Ideal,H,VS2,61.9,55.0,4.2,4.23,2.61,467
5638,18149,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7354
15953,34793,0.4,Ideal,H,VVS2,62.2,56.0,4.7,4.75,2.94,877
15961,41466,0.41,Premium,G,VVS1,61.0,61.0,4.75,4.72,2.89,1230
18533,2500,0.71,Ideal,E,VS1,61.4,59.0,5.71,5.75,3.52,3198
9051,15122,1.08,Ideal,D,SI1,61.8,56.0,6.62,6.69,4.11,6078
26362,53038,0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,2604
6742,42203,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1289
32774,40612,0.27,Good,F,VVS1,61.7,61.0,4.1,4.14,2.54,498
39374,16743,1.2,Premium,H,VS2,60.6,58.0,6.88,6.82,4.15,6666
13976,51254,0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47,2355
8114,10792,1.07,Good,G,SI1,63.1,59.0,6.45,6.49,4.08,4861
20083,22661,1.26,Ideal,F,VS2,61.5,56.0,6.97,7.01,4.3,10709
40827,24089,1.52,Premium,H,VVS2,62.8,57.0,7.38,7.27,4.6,12232
37750,30257,0.35,Very Good,G,VS1,59.2,60.0,4.59,4.64,2.73,725
27324,43588,0.41,Ideal,E,VVS2,61.7,56.0,4.77,4.8,2.95,1432
30894,19346,3.0,Fair,H,I1,67.1,57.0,8.93,8.84,5.97,8044
14552,18665,1.54,Premium,I,SI2,61.2,58.0,7.51,7.43,4.57,7631
26593,33166,0.25,Ideal,F,VVS1,61.3,58.0,4.04,4.08,2.49,817
9044,38857,0.4,Premium,G,VVS2,62.0,58.0,4.74,4.68,2.92,1050
32099,52779,0.7,Very Good,D,SI1,63.7,60.0,5.57,5.61,3.56,2565
16864,27441,2.29,Very Good,I,SI1,61.8,59.0,8.44,8.51,5.24,18068
20631,34692,0.3,Ideal,F,IF,59.8,58.0,4.37,4.46,2.64,873
11014,22833,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
5886,49750,0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,2157
40023,18284,1.5,Very Good,J,VS2,63.3,57.0,7.2,7.25,4.57,7428
5179,33304,0.38,Very Good,J,IF,60.9,61.0,4.66,4.73,2.86,827
344,36928,0.41,Ideal,G,VS1,61.9,57.0,4.81,4.76,2.96,961
34458,9318,1.09,Premium,H,SI2,61.7,60.0,6.59,6.57,4.06,4578
9918,46506,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,1779
37972,24565,1.62,Ideal,F,SI1,62.5,55.0,7.56,7.52,4.71,12857
9640,44928,0.51,Ideal,F,VS1,61.8,54.0,5.15,5.18,3.19,1632
29801,45044,0.53,Ideal,F,SI1,61.9,55.0,5.19,5.21,3.22,1639
23444,24515,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,12798
32825,13541,1.14,Ideal,D,SI2,61.4,56.0,6.69,6.77,4.13,5548
39751,46443,0.53,Ideal,G,VS1,61.6,55.7,5.21,5.24,3.22,1772
12617,38064,0.36,Ideal,F,VS1,60.1,57.0,4.67,4.62,2.79,1013
20699,11750,1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,5077
19716,28348,0.33,Ideal,G,VS1,61.1,56.0,4.46,4.48,2.73,666
11592,48534,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1987
27774,36834,0.34,Good,D,VVS1,57.4,62.0,4.67,4.71,2.69,957
18159,4793,1.1,Premium,J,VS2,61.2,57.0,6.66,6.61,4.06,3696
18871,17699,1.01,Very Good,G,VVS2,62.5,54.0,6.38,6.41,4.0,7137
19235,29082,0.4,Ideal,E,SI2,62.2,53.0,4.73,4.76,2.95,689
31807,11441,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,5006
41063,36679,0.4,Ideal,D,SI1,62.5,55.0,4.73,4.71,2.95,950
21229,35456,0.32,Ideal,E,VS2,61.9,56.0,4.4,4.35,2.71,900
29085,16473,1.02,Very Good,E,VS2,63.3,57.0,6.37,6.43,4.05,6582
15459,53555,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694
13278,44933,0.51,Ideal,D,VS2,61.7,56.0,5.12,5.15,3.17,1633
8082,39216,0.43,Ideal,F,VS2,61.1,57.0,4.88,4.91,2.99,1066
18707,36794,0.34,Ideal,E,VS2,62.4,56.0,4.49,4.45,2.79,956
5388,22596,1.23,Ideal,G,VVS2,60.8,57.0,6.89,6.92,4.2,10646
19006,43388,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,1410
22267,7983,0.92,Ideal,H,SI1,60.5,57.0,6.27,6.32,3.81,4325
19533,21065,1.3,Ideal,D,SI1,61.8,56.0,6.93,6.96,4.29,9242
36851,31831,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,775
33441,42899,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361
39396,51326,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73,544
39149,20536,1.56,Premium,G,SI2,61.7,59.0,7.51,7.43,4.61,8858
37793,6644,1.17,Premium,F,SI2,59.9,59.0,6.82,6.86,4.1,4092
39362,40603,0.23,Very Good,E,VVS2,60.7,58.0,3.96,4.01,2.42,498
16610,2162,0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
42418,1324,0.74,Fair,G,VVS2,65.2,58.0,5.7,5.6,3.69,2959
15397,35127,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,888
39400,37437,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,984
41050,27961,0.3,Ideal,E,VS2,62.1,56.0,4.25,4.31,2.66,658
21985,49536,0.71,Good,F,SI1,64.3,57.0,5.62,5.55,3.59,2125
1024,44492,0.53,Ideal,G,VS2,60.9,57.0,5.25,5.26,3.2,1598
5236,14576,1.2,Very Good,H,SI2,61.5,58.0,6.78,6.84,4.19,5884
25903,47723,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,1888
39007,25394,2.01,Ideal,I,SI2,61.5,56.0,8.1,8.16,5.0,14103
23651,7944,1.0,Premium,G,SI2,61.8,58.0,6.39,6.43,3.96,4319
20444,49447,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,2110
16922,12139,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
37254,13026,0.26,Ideal,H,VVS1,61.2,56.0,4.16,4.11,2.53,600
14857,34473,0.38,Premium,E,VS2,62.2,59.0,4.63,4.67,2.89,866
24606,15437,1.37,Premium,F,SI2,62.8,57.0,7.12,7.08,4.46,6181
40409,6406,1.02,Very Good,H,SI2,60.9,58.0,6.41,6.53,3.94,4039
32820,26728,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,645
2647,43722,0.51,Ideal,E,SI1,61.3,55.0,5.11,5.17,3.15,1438
25023,35779,0.32,Ideal,F,VVS1,61.8,55.0,4.39,4.41,2.72,912
960,34879,0.39,Premium,G,SI1,60.9,58.0,4.73,4.7,2.87,878
24516,26301,1.55,Premium,F,VS1,61.6,56.0,7.45,7.38,4.57,15801
14712,47110,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
18391,4087,0.9,Very Good,D,SI2,60.3,63.0,6.12,6.22,3.72,3534
32500,18158,1.24,Premium,H,VS1,61.2,59.0,6.91,6.94,4.24,7358
12851,28105,0.3,Very Good,D,VS2,62.0,62.0,4.24,4.27,2.64,663
38143,32828,0.35,Ideal,F,VVS2,61.3,55.0,4.57,4.6,2.81,806
34575,43162,0.42,Premium,F,VVS1,60.5,58.0,4.84,4.81,2.92,1389
18524,15050,0.3,Ideal,F,VS2,61.4,57.0,4.34,4.36,2.67,605
23577,11752,1.16,Ideal,G,SI2,61.6,55.0,6.78,6.8,4.18,5078
9679,15924,1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31,6368
578,5031,1.03,Ideal,F,SI2,61.9,56.0,6.53,6.49,4.03,3749
4326,50901,0.54,Very Good,D,VVS2,62.1,55.0,5.21,5.26,3.25,2318
40110,13109,1.02,Premium,H,VS2,61.7,58.0,6.45,6.41,3.97,5426
6740,37014,0.33,Ideal,G,VVS2,61.5,56.0,4.49,4.45,2.75,965
23702,47972,0.3,Ideal,I,VVS2,62.3,53.7,4.29,4.32,2.68,532
3831,2149,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3127
